number,input_file,output_file,frames,width,height,source_has_transparency,status,note
343,output-gif-all\huankunmon.gif,output-webm-all\huankunmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
344,output-gif-all\hudiemon.gif,output-webm-all\hudiemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
345,output-gif-all\hydramon.gif,output-webm-all\hydramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
346,output-gif-all\hyougamon.gif,output-webm-all\hyougamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
347,output-gif-all\ice-devimon.gif,output-webm-all\ice-devimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
348,output-gif-all\icemon.gif,output-webm-all\icemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
349,output-gif-all\igamon.gif,output-webm-all\igamon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
350,output-gif-all\ikkakumon.gif,output-webm-all\ikkakumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
351,output-gif-all\imperialdramon-dragon-mode.gif,output-webm-all\imperialdramon-dragon-mode.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
352,output-gif-all\imperialdramon-fighter-mode.gif,output-webm-all\imperialdramon-fighter-mode.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
353,output-gif-all\imperialdramon-paladin-mode.gif,output-webm-all\imperialdramon-paladin-mode.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
354,output-gif-all\impmon.gif,output-webm-all\impmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
355,output-gif-all\indaramon.gif,output-webm-all\indaramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
356,output-gif-all\infermon.gif,output-webm-all\infermon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
357,output-gif-all\iori-hida.gif,output-webm-all\iori-hida.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
358,output-gif-all\jaeger-dorulumon.gif,output-webm-all\jaeger-dorulumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
359,output-gif-all\jazamon.gif,output-webm-all\jazamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
360,output-gif-all\jazarichmon.gif,output-webm-all\jazarichmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
361,output-gif-all\jellymon.gif,output-webm-all\jellymon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
362,output-gif-all\jesmon.gif,output-webm-all\jesmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
363,output-gif-all\jet-silphymon.gif,output-webm-all\jet-silphymon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
364,output-gif-all\jewelbeemon.gif,output-webm-all\jewelbeemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
365,output-gif-all\joe-kido.gif,output-webm-all\joe-kido.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
366,output-gif-all\jokermon.gif,output-webm-all\jokermon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
367,output-gif-all\jougamon.gif,output-webm-all\jougamon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
368,output-gif-all\jumbo-gamemon.gif,output-webm-all\jumbo-gamemon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
369,output-gif-all\justimon-accel-arm.gif,output-webm-all\justimon-accel-arm.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
370,output-gif-all\justimon-blitz-arm.gif,output-webm-all\justimon-blitz-arm.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
371,output-gif-all\justimon-critical-arm.gif,output-webm-all\justimon-critical-arm.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
372,output-gif-all\jyagamon.gif,output-webm-all\jyagamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
373,output-gif-all\jyarimon.gif,output-webm-all\jyarimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
374,output-gif-all\jyureimon.gif,output-webm-all\jyureimon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
375,output-gif-all\kabuterimon.gif,output-webm-all\kabuterimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
376,output-gif-all\kaguyamon.gif,output-webm-all\kaguyamon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
377,output-gif-all\kaiser-greymon.gif,output-webm-all\kaiser-greymon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
378,output-gif-all\kaiser-leomon.gif,output-webm-all\kaiser-leomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
379,output-gif-all\kakamon.gif,output-webm-all\kakamon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
380,output-gif-all\kakkinmon.gif,output-webm-all\kakkinmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
381,output-gif-all\kamemon.gif,output-webm-all\kamemon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
382,output-gif-all\karakurumon.gif,output-webm-all\karakurumon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
383,output-gif-all\karatenmon.gif,output-webm-all\karatenmon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
384,output-gif-all\karatsuki-numemon.gif,output-webm-all\karatsuki-numemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
385,output-gif-all\kaus-gammamon.gif,output-webm-all\kaus-gammamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
386,output-gif-all\kazuchimon.gif,output-webm-all\kazuchimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
387,output-gif-all\keramon.gif,output-webm-all\keramon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
388,output-gif-all\ketomon.gif,output-webm-all\ketomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
389,output-gif-all\kiimon.gif,output-webm-all\kiimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
390,output-gif-all\king-etemon.gif,output-webm-all\king-etemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
391,output-gif-all\kinkakumon.gif,output-webm-all\kinkakumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
392,output-gif-all\kiwimon.gif,output-webm-all\kiwimon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
393,output-gif-all\knightmon.gif,output-webm-all\knightmon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
394,output-gif-all\kodokugumon.gif,output-webm-all\kodokugumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
395,output-gif-all\koemon.gif,output-webm-all\koemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
396,output-gif-all\kokabuterimon.gif,output-webm-all\kokabuterimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
397,output-gif-all\kokeshimon.gif,output-webm-all\kokeshimon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
398,output-gif-all\kokuwamon.gif,output-webm-all\kokuwamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
399,output-gif-all\komondomon.gif,output-webm-all\komondomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
400,output-gif-all\kongoumon.gif,output-webm-all\kongoumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
401,output-gif-all\koromon.gif,output-webm-all\koromon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
402,output-gif-all\kudamon.gif,output-webm-all\kudamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
403,output-gif-all\kumbhiramon.gif,output-webm-all\kumbhiramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
404,output-gif-all\kunemon.gif,output-webm-all\kunemon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
405,output-gif-all\kuramon.gif,output-webm-all\kuramon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
406,output-gif-all\kuwagamon.gif,output-webm-all\kuwagamon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
407,output-gif-all\kuzuhamon-miko-mode.gif,output-webm-all\kuzuhamon-miko-mode.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
408,output-gif-all\kuzuhamon.gif,output-webm-all\kuzuhamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
409,output-gif-all\kyokyomon.gif,output-webm-all\kyokyomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
410,output-gif-all\kyubimon.gif,output-webm-all\kyubimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
411,output-gif-all\kyukimon.gif,output-webm-all\kyukimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
412,output-gif-all\lady-devimon.gif,output-webm-all\lady-devimon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
413,output-gif-all\lalamon.gif,output-webm-all\lalamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
414,output-gif-all\lamortmon.gif,output-webm-all\lamortmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
415,output-gif-all\lavogaritamon.gif,output-webm-all\lavogaritamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
416,output-gif-all\lavorvomon.gif,output-webm-all\lavorvomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
417,output-gif-all\leafmon.gif,output-webm-all\leafmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
418,output-gif-all\lekismon.gif,output-webm-all\lekismon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
419,output-gif-all\leomon.gif,output-webm-all\leomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
420,output-gif-all\liamon.gif,output-webm-all\liamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
421,output-gif-all\lianpumon.gif,output-webm-all\lianpumon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
422,output-gif-all\lighdramon.gif,output-webm-all\lighdramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
423,output-gif-all\lilamon.gif,output-webm-all\lilamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
424,output-gif-all\lilimon.gif,output-webm-all\lilimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
425,output-gif-all\liollmon.gif,output-webm-all\liollmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
426,output-gif-all\loader-leomon.gif,output-webm-all\loader-leomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
427,output-gif-all\locomon.gif,output-webm-all\locomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
428,output-gif-all\loogamon.gif,output-webm-all\loogamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
429,output-gif-all\loogarmon.gif,output-webm-all\loogarmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
430,output-gif-all\lord-knightmon.gif,output-webm-all\lord-knightmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
431,output-gif-all\lotusmon.gif,output-webm-all\lotusmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
432,output-gif-all\louwemon.gif,output-webm-all\louwemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
433,output-gif-all\lucemon-falldown-mode.gif,output-webm-all\lucemon-falldown-mode.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
434,output-gif-all\ludomon.gif,output-webm-all\ludomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
435,output-gif-all\lunamon.gif,output-webm-all\lunamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
436,output-gif-all\luxmon.gif,output-webm-all\luxmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
437,output-gif-all\lynxmon.gif,output-webm-all\lynxmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
438,output-gif-all\mach-gaogamon.gif,output-webm-all\mach-gaogamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
439,output-gif-all\machmon.gif,output-webm-all\machmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
440,output-gif-all\mad-leomon.gif,output-webm-all\mad-leomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
441,output-gif-all\magna-garurumon.gif,output-webm-all\magna-garurumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
442,output-gif-all\magna-kidmon.gif,output-webm-all\magna-kidmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
443,output-gif-all\magnamon.gif,output-webm-all\magnamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
444,output-gif-all\mail-birdramon.gif,output-webm-all\mail-birdramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
445,output-gif-all\majiramon.gif,output-webm-all\majiramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
446,output-gif-all\makuramon.gif,output-webm-all\makuramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
447,output-gif-all\mamemon.gif,output-webm-all\mamemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
448,output-gif-all\mametyramon.gif,output-webm-all\mametyramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
449,output-gif-all\mammon.gif,output-webm-all\mammon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
450,output-gif-all\manbomon.gif,output-webm-all\manbomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
451,output-gif-all\manekimon.gif,output-webm-all\manekimon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
452,output-gif-all\manticoremon.gif,output-webm-all\manticoremon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
453,output-gif-all\marin-angemon.gif,output-webm-all\marin-angemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
454,output-gif-all\marin-bullmon.gif,output-webm-all\marin-bullmon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
455,output-gif-all\marin-chimairamon.gif,output-webm-all\marin-chimairamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
456,output-gif-all\marin-devimon.gif,output-webm-all\marin-devimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
457,output-gif-all\marsmon.gif,output-webm-all\marsmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
458,output-gif-all\mastemon.gif,output-webm-all\mastemon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
459,output-gif-all\master-tyranomon.gif,output-webm-all\master-tyranomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
460,output-gif-all\matadrmon.gif,output-webm-all\matadrmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
461,output-gif-all\mechanorimon.gif,output-webm-all\mechanorimon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
462,output-gif-all\medieval-dukemon.gif,output-webm-all\medieval-dukemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
463,output-gif-all\mega-seadramon.gif,output-webm-all\mega-seadramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
464,output-gif-all\megadramon.gif,output-webm-all\megadramon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
465,output-gif-all\megalo-growmon-orange.gif,output-webm-all\megalo-growmon-orange.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
466,output-gif-all\megalo-growmon.gif,output-webm-all\megalo-growmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
467,output-gif-all\megidramon.gif,output-webm-all\megidramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
468,output-gif-all\mephismon.gif,output-webm-all\mephismon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
469,output-gif-all\meramon.gif,output-webm-all\meramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
470,output-gif-all\mercuremon.gif,output-webm-all\mercuremon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
471,output-gif-all\mercurymon.gif,output-webm-all\mercurymon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
472,output-gif-all\mermaimon.gif,output-webm-all\mermaimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
473,output-gif-all\metabee-head-and-arm.gif,output-webm-all\metabee-head-and-arm.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
474,output-gif-all\metabee.gif,output-webm-all\metabee.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
475,output-gif-all\metal-etemon.gif,output-webm-all\metal-etemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
476,output-gif-all\metal-garurumon-black.gif,output-webm-all\metal-garurumon-black.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
477,output-gif-all\metal-garurumon.gif,output-webm-all\metal-garurumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
478,output-gif-all\metal-greymon-2010.gif,output-webm-all\metal-greymon-2010.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
479,output-gif-all\metal-greymon-alterous-mode.gif,output-webm-all\metal-greymon-alterous-mode.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
480,output-gif-all\metal-greymon-vaccine.gif,output-webm-all\metal-greymon-vaccine.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
481,output-gif-all\metal-greymon-virus.gif,output-webm-all\metal-greymon-virus.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
482,output-gif-all\metal-mamemon.gif,output-webm-all\metal-mamemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
483,output-gif-all\metal-seadramon.gif,output-webm-all\metal-seadramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
484,output-gif-all\metal-tyranomon.gif,output-webm-all\metal-tyranomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
485,output-gif-all\metallicdramon.gif,output-webm-all\metallicdramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
486,output-gif-all\metallife-kuwagamon.gif,output-webm-all\metallife-kuwagamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
487,output-gif-all\mihiramon.gif,output-webm-all\mihiramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
488,output-gif-all\millenniumon.gif,output-webm-all\millenniumon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
489,output-gif-all\minomon.gif,output-webm-all\minomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
490,output-gif-all\minotaurmon.gif,output-webm-all\minotaurmon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
491,output-gif-all\mirage-gaogamon-burst-mode.gif,output-webm-all\mirage-gaogamon-burst-mode.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
492,output-gif-all\mirage-gaogamon.gif,output-webm-all\mirage-gaogamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
493,output-gif-all\missimon.gif,output-webm-all\missimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
494,output-gif-all\mitamamon.gif,output-webm-all\mitamamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
495,output-gif-all\mochimon.gif,output-webm-all\mochimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
496,output-gif-all\mococomon.gif,output-webm-all\mococomon.webm,2,576,576,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
497,output-gif-all\mojyamon.gif,output-webm-all\mojyamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
498,output-gif-all\mokumon.gif,output-webm-all\mokumon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
499,output-gif-all\monochromon.gif,output-webm-all\monochromon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
500,output-gif-all\monodramon.gif,output-webm-all\monodramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
501,output-gif-all\monzaemon.gif,output-webm-all\monzaemon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
502,output-gif-all\moosemon.gif,output-webm-all\moosemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
503,output-gif-all\morphomon.gif,output-webm-all\morphomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
504,output-gif-all\mugendramon.gif,output-webm-all\mugendramon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
505,output-gif-all\mummymon.gif,output-webm-all\mummymon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
506,output-gif-all\murmukusmon.gif,output-webm-all\murmukusmon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
507,output-gif-all\mushmon.gif,output-webm-all\mushmon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
508,output-gif-all\musyamon.gif,output-webm-all\musyamon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
509,output-gif-all\namakemon.gif,output-webm-all\namakemon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
510,output-gif-all\nanimon.gif,output-webm-all\nanimon.webm,1,1152,1152,True,skipped,GIF estático: possui apenas 1 frame.
511,output-gif-all\nanomon.gif,output-webm-all\nanomon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
512,output-gif-all\nefertimon.gif,output-webm-all\nefertimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
513,output-gif-all\neo-devimon.gif,output-webm-all\neo-devimon.webm,2,1152,1152,True,ok,Convertido para WebM VP9 com alpha. O loop é controlado pelo player/Foundry.
